id,title,authors,year,tier,area,doc_type,url,landing,repo,source,fetched,sha256,reason_not_fetched
doi:10.18653/v1/2023.acl-long.46,ColD Fusion: Collaborative Descent for Distributed Multitask Finetuning,Shachar Don-Yehiya; Elad Venezian; Colin Raffel; Noam Slonim,2023,3,resources,conference,https://aclanthology.org/2023.acl-long.46.pdf,https://aclanthology.org/2023.acl-long.46/,,acl,False,,"acl_web unreachable from this environment (ProxyError: HTTPSConnectionPool(host='aclanthology.org', por)"
doi:10.18653/v1/2023.acl-long.559,DisentQA: Disentangling Parametric and Contextual Knowledge with Counterfactual Question Answering,Ella Neeman; Roee Aharoni; Or Honovich; Leshem Choshen,2023,3,resources|llm,conference,https://aclanthology.org/2023.acl-long.559.pdf,https://aclanthology.org/2023.acl-long.559/,,acl,False,,"acl_web unreachable from this environment (ProxyError: HTTPSConnectionPool(host='aclanthology.org', por)"
doi:10.18653/v1/2024.emnlp-main.39,CoCoLoFa: A Dataset of News Comments with Common Logical Fallacies Written by LLM-Assisted Crowds,Min-Hsuan Yeh; Ruyuan Wan; Ting-Hao Kenneth Huang,2024,3,llm|quality|resources,conference,https://aclanthology.org/2024.emnlp-main.39.pdf,https://aclanthology.org/2024.emnlp-main.39/,,acl,False,,"acl_web unreachable from this environment (ProxyError: HTTPSConnectionPool(host='aclanthology.org', por)"
doi:10.18653/v1/2024.emnlp-main.794,Are LLMs Good Zero-Shot Fallacy Classifiers?,Fengjun Pan; Xiaobao Wu; Zongrui Li; Anh Tuan Luu,2024,3,llm|quality|resources,conference,https://aclanthology.org/2024.emnlp-main.794.pdf,https://aclanthology.org/2024.emnlp-main.794/,,acl,False,,"acl_web unreachable from this environment (ProxyError: HTTPSConnectionPool(host='aclanthology.org', por)"
doi:10.18653/v1/2024.findings-acl.584,"Deductive Closure Training of Language Models for Coherence, Accuracy, and Updatability",Afra Feyza Akyürek; Ekin Akyürek; Leshem Choshen; Derry Wijaya,2024,3,resources,conference,https://aclanthology.org/2024.findings-acl.584.pdf,https://aclanthology.org/2024.findings-acl.584/,,acl,False,,"acl_web unreachable from this environment (ProxyError: HTTPSConnectionPool(host='aclanthology.org', por)"
doi:10.18653/v1/2024.naacl-demo.21,"Unitxt: Flexible, Shareable and Reusable Data Preparation and Evaluation for Generative AI",Elron Bandel; Yotam Perlitz; Elad Venezian; Roni Friedman,2024,3,resources|llm,conference,https://aclanthology.org/2024.naacl-demo.21.pdf,https://aclanthology.org/2024.naacl-demo.21/,,acl,False,,"acl_web unreachable from this environment (ProxyError: HTTPSConnectionPool(host='aclanthology.org', por)"
doi:10.18653/v1/2024.naacl-long.270,MAFALDA: A Benchmark and Comprehensive Study of Fallacy Detection and Classification,Chadi Helwe; Tom Calamai; Pierre-Henri Paris; Chloé Clavel,2024,3,quality|resources|llm,conference,https://arxiv.org/pdf/2311.09761,https://aclanthology.org/2024.naacl-long.270/,,arxiv,False,,"arxiv unreachable from this environment (ProxyError: HTTPSConnectionPool(host='export.arxiv.org', por)"
doi:10.18653/v1/2025.acl-long.919,Global MMLU: Understanding and Addressing Cultural and Linguistic Biases in Multilingual Evaluation,Shivalika Singh; Angelika Romanou; Clémentine Fourrier; David Ifeoluwa Adelani,2025,3,resources,conference,https://aclanthology.org/2025.acl-long.919.pdf,https://aclanthology.org/2025.acl-long.919/,,acl,False,,"acl_web unreachable from this environment (ProxyError: HTTPSConnectionPool(host='aclanthology.org', por)"
doi:10.18653/v1/2025.naacl-long.34,Fine-grained Fallacy Detection with Human Label Variation,Alan Ramponi; Agnese Daffara; Sara Tonelli,2025,3,quality|resources,conference,https://aclanthology.org/2025.naacl-long.34.pdf,https://aclanthology.org/2025.naacl-long.34/,,acl,False,,"acl_web unreachable from this environment (ProxyError: HTTPSConnectionPool(host='aclanthology.org', por)"
doi:10.18653/v1/2026.acl-long.1527,CommonLID: Re-evaluating State-of-the-Art Language Identification Performance on Web Data,Pedro Ortiz Suarez; Laurie Burchell; Catherine Arnett; Rafael Mosquera,2026,3,resources,conference,https://arxiv.org/pdf/2601.18026,https://aclanthology.org/2026.acl-long.1527/,,arxiv,False,,"arxiv unreachable from this environment (ProxyError: HTTPSConnectionPool(host='export.arxiv.org', por)"
doi:10.18653/v1/2026.acl-long.706,Mediocrity is the key for LLM as a Judge Anchor Selection,Shachar Don-Yehiya; Asaf Yehudai; Leshem Choshen; Omri Abend,2026,3,llm|resources,conference,https://aclanthology.org/2026.acl-long.706.pdf,https://aclanthology.org/2026.acl-long.706/,,acl,False,,"acl_web unreachable from this environment (ProxyError: HTTPSConnectionPool(host='aclanthology.org', por)"
doi:10.18653/v1/2026.findings-acl.43,Stop Guessing When to Stop Testing: Efficient Model Evaluation with Just Enough Data,Ofir Arviv; Kristjan Greenewald; Yotam Perlitz; Hadar Mulian,2026,3,resources,conference,https://aclanthology.org/2026.findings-acl.43.pdf,https://aclanthology.org/2026.findings-acl.43/,,acl,False,,"acl_web unreachable from this environment (ProxyError: HTTPSConnectionPool(host='aclanthology.org', por)"
doi:10.18653/v1/d15-1075,A large annotated corpus for learning natural language inference,Samuel R. Bowman; Gabor Angeli; Christopher Potts; Christopher D. Manning,2015,3,resources,conference,https://arxiv.org/pdf/1508.05326,https://aclanthology.org/D15-1075/,,arxiv,False,,"arxiv unreachable from this environment (ProxyError: HTTPSConnectionPool(host='export.arxiv.org', por)"
doi:10.18653/v1/d17-1215,Adversarial Examples for Evaluating Reading Comprehension Systems,Robin Jia; Percy Liang,2017,3,resources,conference,https://arxiv.org/pdf/1707.07328,https://aclanthology.org/D17-1215/,,arxiv,False,,"arxiv unreachable from this environment (ProxyError: HTTPSConnectionPool(host='export.arxiv.org', por)"
doi:10.18653/v1/d18-1305,WikiConv: A Corpus of the Complete Conversational History of a Large Online Collaborative Community,Yiqing Hua; Cristian Danescu-Niculescu-Mizil; Dario Taraborelli; Nithum Thain,2018,3,resources,conference,https://aclanthology.org/D18-1305.pdf,https://aclanthology.org/D18-1305/,,acl,False,,"acl_web unreachable from this environment (ProxyError: HTTPSConnectionPool(host='aclanthology.org', por)"
doi:10.18653/v1/n18-1175,The Argument Reasoning Comprehension Task: Identification and Reconstruction of Implicit Warrants,Ivan Habernal; Henning Wachsmuth; Iryna Gurevych; Benno Stein,2018,3,mining|resources,conference,https://aclanthology.org/N18-1175.pdf,https://aclanthology.org/N18-1175/,https://github.com/UKPLab/argument-reasoning-comprehension-task,acl,False,,"acl_web unreachable from this environment (ProxyError: HTTPSConnectionPool(host='aclanthology.org', por)"
doi:10.18653/v1/n18-1179,Behavior Analysis of NLI Models: Uncovering the Influence of Three Factors on Robustness,Ivan Sanchez; Jeff Mitchell; Sebastian Riedel,2018,3,quality|resources,conference,https://aclanthology.org/N18-1179.pdf,https://aclanthology.org/N18-1179/,,acl,False,,"acl_web unreachable from this environment (ProxyError: HTTPSConnectionPool(host='aclanthology.org', por)"
doi:10.18653/v1/p17-1171,Reading Wikipedia to Answer Open-Domain Questions,Danqi Chen; Adam Fisch; Jason Weston; Antoine Bordes,2017,3,resources,conference,https://aclanthology.org/P17-1171.pdf,https://aclanthology.org/P17-1171/,,acl,False,,"acl_web unreachable from this environment (ProxyError: HTTPSConnectionPool(host='aclanthology.org', por)"
doi:10.18653/v1/p18-1237,Modeling Deliberative Argumentation Strategies on Wikipedia,Khalid Al-Khatib; Henning Wachsmuth; Kevin Lang; Jakob Herpel,2018,3,mining|resources,conference,https://aclanthology.org/P18-1237.pdf,https://aclanthology.org/P18-1237/,,acl,False,,"acl_web unreachable from this environment (ProxyError: HTTPSConnectionPool(host='aclanthology.org', por)"
doi:10.18653/v1/s18-1121,SemEval-2018 Task 12: The Argument Reasoning Comprehension Task,Ivan Habernal; Henning Wachsmuth; Iryna Gurevych; Benno Stein,2018,3,mining|resources,workshop,https://aclanthology.org/S18-01121.pdf,https://aclanthology.org/S18-01121/,https://github.com/UKPLab/argument-reasoning-comprehension-task,acl,False,,"acl_web unreachable from this environment (ProxyError: HTTPSConnectionPool(host='aclanthology.org', por)"
doi:10.18653/v1/s18-1122,GIST at SemEval-2018 Task 12: A network transferring inference knowledge to Argument Reasoning Comprehension task,HongSeok Choi; Hyunju Lee,2018,3,resources,workshop,https://aclanthology.org/S18-01122.pdf,https://aclanthology.org/S18-01122/,https://github.com/UKPLab/argument-reasoning-comprehension-task,acl,False,,"acl_web unreachable from this environment (ProxyError: HTTPSConnectionPool(host='aclanthology.org', por)"
doi:10.18653/v1/s18-1185,NLITrans at SemEval-2018 Task 12: Transfer of Semantic Knowledge for Argument Comprehension,Timothy Niven; Hung-Yu Kao,2018,3,resources,workshop,https://aclanthology.org/S18-01185.pdf,https://aclanthology.org/S18-01185/,https://github.com/UKPLab/argument-reasoning-comprehension-task,acl,False,,"acl_web unreachable from this environment (ProxyError: HTTPSConnectionPool(host='aclanthology.org', por)"
title:4548f0ff40575ec88d744f306fc5a7f696551502,Recognizing Insufficiently Supported Arguments in Argumentative Essays,Christian Stab; Iryna Gurevych,2017,3,mining|resources,conference,https://aclanthology.org/E17-1092.pdf,https://aclanthology.org/E17-1092/,,acl,False,,"acl_web unreachable from this environment (ProxyError: HTTPSConnectionPool(host='aclanthology.org', por)"
title:5c30e54b1303736b308e1674274f1a1132b052df,A Model for Processing Illocutionary Structures and Argumentation in Debates,Kasia Budzynska; Mathilde Janier; Chris Reed; Patrick Saint-Dizier,2014,3,dialogue|resources,conference,https://aclanthology.org/L14-1599.pdf,https://aclanthology.org/L14-1599/,,acl,False,,"acl_web unreachable from this environment (ProxyError: HTTPSConnectionPool(host='aclanthology.org', por)"
title:5fdf28d47fecc818952baba478a8bd9d1b71a516,Internet Argument Corpus 2.0: An SQL schema for Dialogic Social Media and the Corpora to go with it,Rob Abbott; Brian Ecker; Pranav Anand; Marilyn Walker,2016,3,dialogue|resources,conference,https://aclanthology.org/L16-1704.pdf,https://aclanthology.org/L16-1704/,,acl,False,,"acl_web unreachable from this environment (ProxyError: HTTPSConnectionPool(host='aclanthology.org', por)"
title:6430e3971735a1240942ff8809e124281b95267b,Navigating the Modern Evaluation Landscape: Considerations in Benchmarks and Frameworks for Large Language Models (LLMs),Leshem Choshen; Ariel Gera; Yotam Perlitz; Michal Shmueli-Scheuer,2024,3,llm|resources,conference,https://aclanthology.org/2024.lrec-tutorials.4.pdf,https://aclanthology.org/2024.lrec-tutorials.4/,https://github.com/DAMO-NLP-SG/LLM-argumentation,acl,False,,"acl_web unreachable from this environment (ProxyError: HTTPSConnectionPool(host='aclanthology.org', por)"
title:8973c9782426ec9080181ce8b676df529016c076,Creating a Domain-diverse Corpus for Theory-based Argument Quality Assessment,Lily Ng; Anne Lauscher; Joel Tetreault; Courtney Napoles,2020,3,quality|resources,workshop,https://aclanthology.org/2020.argmining-1.13.pdf,https://aclanthology.org/2020.argmining-1.13/,https://github.com/jayliqinzhang/A-Dutch-essay-corpus-with-argument-structures-and-quality-indicators,acl,False,,"acl_web unreachable from this environment (ProxyError: HTTPSConnectionPool(host='aclanthology.org', por)"
title:a53d191087c04c6d49d9d46488abffa0090e89de,DeliData: A Dataset for Deliberation in Multi-party Problem Solving,Georgi Karadzhov; Tom Stafford; Andreas Vlachos,2021,3,dialogue|resources,journal,https://api.semanticscholar.org/CorpusID:236975941,https://api.semanticscholar.org/CorpusID:236975941,,,False,,no open-access PDF url resolved
title:a9d9191746f644eca733d0b0d7b6a25bd4853ba2,A large-scale dataset for argument quality ranking: Construction and analysis,Shai Gretz; Roni Friedman; Edo Cohen-Karlik; Assaf Toledo,2020,3,quality|resources,conference,https://api.semanticscholar.org/CorpusID:208291067,https://api.semanticscholar.org/CorpusID:208291067,https://github.com/Hellisotherpeople/DebateSum,,False,,no open-access PDF url resolved
title:ae7588dc60be7ab8f03855ae779ec0f0519a8728,A Corpus for Research on Deliberation and Debate,Marilyn Walker; Jean Fox Tree; Pranav Anand; Rob Abbott,2012,3,dialogue|resources,conference,https://aclanthology.org/L12-1643.pdf,https://aclanthology.org/L12-1643/,,,False,,"acl_web unreachable from this environment (ProxyError: HTTPSConnectionPool(host='aclanthology.org', por)"
title:e4827cf79a5103f624f48b2e7d4a4ccc7ab6c0ea,QT30: A Corpus of Argument and Conflict in Broadcast Debate,Annette Hautli-Janisz; Zlata Kikteva; Wassiliki Siskou; Kamila Gorska,2022,3,dialogue|resources,conference,https://aclanthology.org/2022.lrec-1.352.pdf,https://aclanthology.org/2022.lrec-1.352/,,,False,,"acl_web unreachable from this environment (ProxyError: HTTPSConnectionPool(host='aclanthology.org', por)"
title:e9c7f56b7cb5ad8351386161cee2a74b4cb0aa7f,Multi-Task Learning for Argumentation Mining in Low-Resource Settings,Claudia Schulz; Steffen Eger; Johannes Daxenberger; Tobias Kahse,2018,3,mining|resources,conference,https://aclanthology.org/N18-2006.pdf,https://aclanthology.org/N18-2006/,https://github.com/UKPLab/naacl18-multitask_argument_mining,acl,False,,"acl_web unreachable from this environment (ProxyError: HTTPSConnectionPool(host='aclanthology.org', por)"
title:ecc66f83f08f4809231d027e9ba9ccb1e4c3f5ba,"Limited Generalizability in Argument Mining: State-Of-The-Art Models Learn Datasets, Not Arguments",Marc Feger; Katarina Boland; Stefan Dietze,2025,3,mining|resources,conference,https://aclanthology.org/2025.acl-long.1164.pdf,https://aclanthology.org/2025.acl-long.1164/,https://github.com/mit0110/argument_mining,acl,False,,"acl_web unreachable from this environment (ProxyError: HTTPSConnectionPool(host='aclanthology.org', por)"
title:edb3d8bd1cbd986fc1430e09234833845d0bfe69,tinyBenchmarks: evaluating LLMs with fewer examples,Felipe Maia Polo; Lucas Weber; Leshem Choshen; Yuekai Sun,2024,3,llm|resources,conference,https://openreview.net/forum?id=qAml3FpfhG,https://openreview.net/forum?id=qAml3FpfhG,,,False,,no open-access PDF url resolved
title:fb5f11e278c8bd8c14ae4a205093409670e5bba3,A Corpus of eRulemaking User Comments for Measuring Evaluability of Arguments,Joonsuk Park; Claire Cardie,2018,3,resources,conference,https://aclanthology.org/L18-1257.pdf,https://aclanthology.org/L18-1257/,,acl,False,,"acl_web unreachable from this environment (ProxyError: HTTPSConnectionPool(host='aclanthology.org', por)"
doi:10.18653/v1/2023.acl-long.708,Understanding In-Context Learning via Supportive Pretraining Data,Xiaochuang Han; Daniel Simig; Todor Mihaylov; Yulia Tsvetkov,2023,4,llm,conference,https://aclanthology.org/2023.acl-long.708.pdf,https://aclanthology.org/2023.acl-long.708/,,acl,False,,"acl_web unreachable from this environment (ProxyError: HTTPSConnectionPool(host='aclanthology.org', por)"
doi:10.18653/v1/2023.emnlp-main.684,Argument-based Detection and Classification of Fallacies in Political Debates,Pierpaolo Goffredo; Mariana Chaves; Serena Villata; Elena Cabrio,2023,4,mining|quality,conference,https://aclanthology.org/2023.emnlp-main.684.pdf,https://aclanthology.org/2023.emnlp-main.684/,,acl,False,,"acl_web unreachable from this environment (ProxyError: HTTPSConnectionPool(host='aclanthology.org', por)"
doi:10.18653/v1/2023.findings-acl.321,Coupling Large Language Models with Logic Programming for Robust and General Reasoning from Text,Zhun Yang; Adam Ishay; Joohyung Lee,2023,4,llm,conference,https://arxiv.org/pdf/2307.07696,https://aclanthology.org/2023.findings-acl.321/,,arxiv,False,,"arxiv unreachable from this environment (ProxyError: HTTPSConnectionPool(host='export.arxiv.org', por)"
doi:10.18653/v1/2024.acl-long.511,Large Language Models are not Fair Evaluators,Peiyi Wang; Lei Li; Liang Chen; Zefan Cai,2024,4,llm,conference,https://arxiv.org/pdf/2305.17926,https://aclanthology.org/2024.acl-long.511/,,arxiv,False,,"arxiv unreachable from this environment (ProxyError: HTTPSConnectionPool(host='export.arxiv.org', por)"
doi:10.18653/v1/2024.argmining-1.10,KnowComp at DialAM-2024: Fine-tuning Pre-trained Language Models for Dialogical Argument Mining with Inference Anchoring Theory,Yuetong Wu; Yukai Zhou; Baixuan Xu; Weiqi Wang,2024,4,dialogue|formal|mining,workshop,https://aclanthology.org/2024.argmining-1.10.pdf,https://aclanthology.org/2024.argmining-1.10/,,acl,False,,"acl_web unreachable from this environment (ProxyError: HTTPSConnectionPool(host='aclanthology.org', por)"
doi:10.18653/v1/2024.argmining-1.11,KNOWCOMP POKEMON Team at DialAM-2024: A Two-Stage Pipeline for Detecting Relations in Dialogue Argument Mining,Zihao Zheng; Zhaowei Wang; Qing Zong; Yangqiu Song,2024,4,dialogue|mining,workshop,https://aclanthology.org/2024.argmining-1.11.pdf,https://aclanthology.org/2024.argmining-1.11/,,acl,False,,"acl_web unreachable from this environment (ProxyError: HTTPSConnectionPool(host='aclanthology.org', por)"
doi:10.18653/v1/2024.argmining-1.12,Pungene at DialAM-2024: Identification of Propositional and Illocutionary Relations,Sirawut Chaixanien; Eugene Choi; Shaden Shaar; Claire Cardie,2024,4,dialogue,workshop,https://aclanthology.org/2024.argmining-1.12.pdf,https://aclanthology.org/2024.argmining-1.12/,,acl,False,,"acl_web unreachable from this environment (ProxyError: HTTPSConnectionPool(host='aclanthology.org', por)"
doi:10.18653/v1/2024.argmining-1.13,Turiya at DialAM-2024: Inference Anchoring Theory Based LLM Parsers,Sougata Saha; Rohini Srihari,2024,4,dialogue|formal|llm,workshop,https://aclanthology.org/2024.argmining-1.13.pdf,https://aclanthology.org/2024.argmining-1.13/,,acl,False,,"acl_web unreachable from this environment (ProxyError: HTTPSConnectionPool(host='aclanthology.org', por)"
doi:10.18653/v1/2024.argmining-1.9,DFKI-MLST at DialAM-2024 Shared Task: System Description,Arne Binder; Tatiana Anikina; Leonhard Hennig; Simon Ostermann,2024,4,dialogue|mining,workshop,https://aclanthology.org/2024.argmining-1.9.pdf,https://aclanthology.org/2024.argmining-1.9/,,acl,False,,"acl_web unreachable from this environment (ProxyError: HTTPSConnectionPool(host='aclanthology.org', por)"
doi:10.18653/v1/2024.emnlp-main.12,NumeroLogic: Number Encoding for Enhanced LLMs’ Numerical Reasoning,Eli Schwartz; Leshem Choshen; Joseph Shtok; Sivan Doveh,2024,4,llm,conference,https://aclanthology.org/2024.emnlp-main.12.pdf,https://aclanthology.org/2024.emnlp-main.12/,,acl,False,,"acl_web unreachable from this environment (ProxyError: HTTPSConnectionPool(host='aclanthology.org', por)"
doi:10.18653/v1/2024.emnlp-main.16,Systematic Biases in LLM Simulations of Debates,Amir Taubenfeld; Yaniv Dover; Roi Reichart; Ariel Goldstein,2024,4,llm,conference,https://aclanthology.org/2024.emnlp-main.16.pdf,https://aclanthology.org/2024.emnlp-main.16/,,acl,False,,"acl_web unreachable from this environment (ProxyError: HTTPSConnectionPool(host='aclanthology.org', por)"
doi:10.18653/v1/2024.findings-acl.566,Bootstrapping LLM-based Task-Oriented Dialogue Agents via Self-Talk,Dennis Ulmer; Elman Mansimov; Kaixiang Lin; Lijia Sun,2024,4,llm,conference,https://aclanthology.org/2024.findings-acl.566.pdf,https://aclanthology.org/2024.findings-acl.566/,,acl,False,,"acl_web unreachable from this environment (ProxyError: HTTPSConnectionPool(host='aclanthology.org', por)"
doi:10.18653/v1/2024.findings-naacl.192,Reason from Fallacy: Enhancing Large Language Models’ Logical Reasoning through Logical Fallacy Understanding,Yanda Li; Dixuan Wang; Jiaqing Liang; Guochao Jiang,2024,4,llm|quality,conference,https://aclanthology.org/2024.findings-naacl.192.pdf,https://aclanthology.org/2024.findings-naacl.192/,,acl,False,,"acl_web unreachable from this environment (ProxyError: HTTPSConnectionPool(host='aclanthology.org', por)"
doi:10.18653/v1/2025.findings-ijcnlp.8,Autoformalizing Natural Language to First-Order Logic: A Case Study in Logical Fallacy Detection,Abhinav Lalwani; Tasha Kim; Lovish Chopra; Christopher Hahn,2025,4,llm|quality,conference,https://arxiv.org/pdf/2405.02318,https://aclanthology.org/2025.findings-ijcnlp.8/,,arxiv,False,,"arxiv unreachable from this environment (ProxyError: HTTPSConnectionPool(host='export.arxiv.org', por)"
doi:10.18653/v1/2026.findings-acl.1322,Will it Merge? On The Causes of Model Mergeability,Adir Rahamim; Asaf Yehudai; Boaz Carmeli; Leshem Choshen,2026,4,quality,conference,https://aclanthology.org/2026.findings-acl.1322.pdf,https://aclanthology.org/2026.findings-acl.1322/,,acl,False,,"acl_web unreachable from this environment (ProxyError: HTTPSConnectionPool(host='aclanthology.org', por)"
title:3081c2f49d86b933976822d3e21e4f8fdc9410a6,The Shift from Logic to Dialectic in Argumentation Theory: Implications for Computational Argument Quality Assessment,Rositsa V Ivanova; Reto Gubelmann,2025,4,quality,conference,https://aclanthology.org/2025.coling-main.321.pdf,https://aclanthology.org/2025.coling-main.321/,,acl,False,,"acl_web unreachable from this environment (ProxyError: HTTPSConnectionPool(host='aclanthology.org', por)"
title:78f1e57af8f02b9283a4449a8e757f4f62a0ae0a,Beneath the Surface of Consistency: Exploring Cross-lingual Knowledge Representation Sharing in LLMs,Maxim Ifergan; Leshem Choshen; Roee Aharoni; Idan Szpektor,2025,4,llm,conference,https://aclanthology.org/2025.findings-naacl.475.pdf,https://aclanthology.org/2025.findings-naacl.475/,,acl,False,,"acl_web unreachable from this environment (ProxyError: HTTPSConnectionPool(host='aclanthology.org', por)"
title:8b3f61648db920b2a250f881b93c556a099c2a21,Opportunities and Risks of LLMs for Scalable Deliberation with Polis,Christopher T. Small; Ivan Vendrov; Esin Durmus; Hadjar Homaei,2023,4,dialogue|llm,preprint,https://api.semanticscholar.org/CorpusID:259211996,https://api.semanticscholar.org/CorpusID:259211996,,,False,,no open-access PDF url resolved
doi:10.1007/978-0-387-98197-0_19,The Argument Interchange Format,Iyad Rahwan; Chris Reed,2009,,formal,chapter,https://link.springer.com/10.1007/978-0-387-98197-0_19,https://link.springer.com/10.1007/978-0-387-98197-0_19,,,False,,
doi:10.1007/978-3-642-23963-2_10,Argumentation Frameworks as Constraint Satisfaction Problems,Leila Amgoud; Caroline Devred,2011,,formal,conference,,,,,False,,
doi:10.1016/j.artint.2007.04.009,Practical reasoning as presumptive argumentation using action based alternating transition systems,Katie Atkinson; Trevor J. M. Bench-Capon,2007,,dialogue,journal,,,,,False,,
doi:10.1016/j.ipm.2019.102055,The evolution of argumentation mining: From models to social media and emerging tools,Anastasios Lytos; Thomas Lagkas; Panagiotis G. Sarigiannidis; Kalina Bontcheva,2019,,mining,journal,https://doi.org/10.1016/j.ipm.2019.102055,https://doi.org/10.1016/j.ipm.2019.102055,,,False,,
doi:10.1080/19462166.2010.485698,Assessing debate strategies via computational agents,Tangming Yuan; David J. Moore; Alec Grierson,2010,,dialogue,journal,,,,,False,,
doi:10.1080/19462166.2012.661766,Relating Carneades with abstract argumentation via the ASPIC+ framework for structured argumentation,Bas van Gijzel; Henry Prakken,2012,,formal,journal,,,,,False,,
doi:10.1080/19462166.2012.708670,Distinctive features of persuasion and deliberation dialogues,Katie Atkinson; Trevor J. M. Bench-Capon; Douglas Walton,2013,,dialogue,journal,,,,,False,,
doi:10.1080/19462166.2012.729861,A corpus-based deconstructive strategy for critically engaging with arguments,Kieran O'Halloran,2013,,resources,journal,,,,,False,,
doi:10.1080/19462166.2013.862303,A natural language bipolar argumentation approach to support users in online debate interactions†,Elena Cabrio; Serena Villata,2013,,dialogue,journal,,,,,False,,
doi:10.1080/19462166.2014.1002535,Senses of 'argument' in instantiated argumentation frameworks,Adam Zachary Wyner; Trevor J. M. Bench-Capon; Paul E. Dunne; Federico Cerutti,2015,,formal,journal,,,,,False,,
doi:10.1080/19462166.2015.1107134,Probabilistic abstract argumentation: an investigation with Boltzmann machines,Régis Riveret; Dimitrios Korkinof; Moez Draief; Jeremy V. Pitt,2015,,formal,journal,,,,,False,,
doi:10.1093/logcom/14.5.675,Argumentation Semantics for Defeasible Logic,Guido Governatori; Michael J. Maher; Grigoris Antoniou; David Billington,2004,,formal,journal,,,,,False,,
doi:10.1093/oso/9780198862536.003.0005,Mining Property-driven Graphical Explanations for Data-centric AI from Argumentation Frameworks,Oana Cocarascu; Kristijonas Cyras; Antonio Rago; Francesca Toni,2022,,formal,chapter,,,,,False,,
doi:10.1145/3350546.3352506,TACAM: Topic And Context Aware Argument Mining,Michael Fromm; Evgeniy Faerman; Thomas Seidl,2019,,mining,conference,https://doi.org/10.1145/3350546.3352506,https://doi.org/10.1145/3350546.3352506,,,False,,
doi:10.1162/coli_a_00502,Can Large Language Models Transform Computational Social Science?,Caleb Ziems; William Held; Omar Shaikh; Jiaao Chen,2024,,llm,journal,https://aclanthology.org/2024.cl-1.8.pdf,https://aclanthology.org/2024.cl-1.8/,,acl,False,,
doi:10.1162/tacl.a.38,Elements of World Knowledge ( EWoK ): A Cognition-Inspired Framework for Evaluating Basic World Knowledge in Language Models,Anna A. Ivanova; Aalok Sathe; Benjamin Lipkin; Unnathi U. Kumar,2025,,llm,journal,https://aclanthology.org/2025.tacl-1.57.pdf,https://aclanthology.org/2025.tacl-1.57/,,acl,False,,
doi:10.1162/tacl_a_00481,End-to-end Argument Mining with Cross-corpora Multi-task Learning,Gaku Morio; Hiroaki Ozaki; Terufumi Morishita; Kohsuke Yanai,2022,,mining,journal,https://aclanthology.org/2022.tacl-1.37.pdf,https://aclanthology.org/2022.tacl-1.37/,,acl,False,,
doi:10.1162/tacl_a_00718,Holmes ⌕ A Benchmark to Assess the Linguistic Competence of Language Models,Andreas Waldis; Yotam Perlitz; Leshem Choshen; Yufang Hou,2024,,resources|llm,journal,https://aclanthology.org/2024.tacl-1.88.pdf,https://aclanthology.org/2024.tacl-1.88/,,acl,False,,
doi:10.18653/v1/2020.acl-main.447,S2ORC: The Semantic Scholar Open Research Corpus,Kyle Lo; Lucy Lu Wang; Mark Neumann; Rodney Kinney,2020,,resources,conference,https://aclanthology.org/2020.acl-main.447.pdf,https://aclanthology.org/2020.acl-main.447/,,acl,False,,
doi:10.18653/v1/2020.coling-main.402,"Rhetoric, Logic, and Dialectic: Advancing Theory-based Argument Quality Assessment in Natural Language Processing",Anne Lauscher; Lily Ng; Courtney Napoles; Maria Nadejde,2020,,quality,conference,https://aclanthology.org/2020.coling-main.402.pdf,https://aclanthology.org/2020.coling-main.402/,,acl,False,,
doi:10.18653/v1/2021.argmining-1.8,M-Arg: Multimodal Argument Mining Dataset for Political Debates with Audio and Transcripts,Rafael Mestre; Razvan Milicin; Stuart E. Middleton; Matt Ryan,2021,,mining|resources,workshop,https://aclanthology.org/2021.argmining-1.8.pdf,https://aclanthology.org/2021.argmining-1.8/,https://github.com/AzkaQadir/multimodal-fallacy-detection,acl,False,,
doi:10.18653/v1/2021.eacl-main.147,Learning From Revisions: Quality Assessment of Claims in Argumentation at Scale,Gabriella Skitalinskaya; Jonas Klaff; Henning Wachsmuth,2021,,quality,conference,https://aclanthology.org/2021.eacl-main.147.pdf,https://aclanthology.org/2021.eacl-main.147/,,acl,False,,
doi:10.18653/v1/2021.eacl-main.173,I Beg to Differ: A study of constructive disagreement in online conversations,Christine De Kock; Andreas Vlachos,2021,,dialogue,conference,https://aclanthology.org/2021.eacl-main.173.pdf,https://aclanthology.org/2021.eacl-main.173/,,acl,False,,
doi:10.18653/v1/2021.emnlp-main.461,Efficient Nearest Neighbor Language Models,Junxian He; Graham Neubig; Taylor Berg-Kirkpatrick,2021,,resources,conference,https://aclanthology.org/2021.emnlp-main.461.pdf,https://aclanthology.org/2021.emnlp-main.461/,,acl,False,,
doi:10.18653/v1/2021.emnlp-main.515,Hitting your MARQ: Multimodal ARgument Quality Assessment in Long Debate Video,Md Kamrul Hasan; James Spann; Masum Hasan; Md Saiful Islam,2021,,quality,conference,https://aclanthology.org/2021.emnlp-main.515.pdf,https://aclanthology.org/2021.emnlp-main.515/,,acl,False,,
